Chave= dinovo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= psv; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= insinuantecom; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= aah; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= aai; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tpu; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= faixa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= aguardem; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= name; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= rtgabrieloficial; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= honrar; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= estourava; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= festa; Valor= 0; Escore Total= 4.0; Número de vezes em que aparece= 7
Chave= policia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= novo; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 16
Chave= acordar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= senao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= enfrentarae; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tres; Valor= 0; Escore Total= -2.0; Número de vezes em que aparece= 4
Chave= casei; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= monstro; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nao; Valor= 0; Escore Total= -26.0; Número de vezes em que aparece= 78
Chave= assistindo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= papel; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= noteboo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= igual; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= nesses; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= amiugas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= certa; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= momentos; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= nas; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 5
Chave= google; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 3
Chave= gala; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= parece; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= ensaio; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= vindas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tentarem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fooi; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= linkin; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= medo; Valor= -1; Escore Total= -4.0; Número de vezes em que aparece= 4
Chave= colocando; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= entendessem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= manaus; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= deixou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tyler; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= colocaram; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= levantar; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= salvei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tempo; Valor= 0; Escore Total= 5.0; Número de vezes em que aparece= 11
Chave= meeeeeeeeeeu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= gasto; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= poter; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= adolescentes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= hooje; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= uberlandia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= quais; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= ctr; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= igrejatitia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= promoteee; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= nocao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= preguica; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= abc; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= saco; Valor= -1; Escore Total= -4.0; Número de vezes em que aparece= 4
Chave= certo; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= prioridade; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= viuquerosairdocatito; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= acababando; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= galo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= facil; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= moleque; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= amgs; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ouvindo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= noticia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sigam; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 6
Chave= nossas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= holandes; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= ronaldinho; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= gaelico; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cruel; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= outra; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 4
Chave= dedicado; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= circuitodasestacoes; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= enviada; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= futuro; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= games; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= paulo; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= mensal; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= simplesmente; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= chegouuuu; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= shu; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= meeting; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= concordar; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= promover; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= novositesoberano; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= brotherhood; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= daquela; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= tweets; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= filipe; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= profissionais; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= hehehe; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= joguinhos; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= conquista; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= estrutura; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= praia; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= fia; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= outro; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 5
Chave= cup; Valor= 0; Escore Total= 2.0; Número de vezes em que aparece= 3
Chave= pqne; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= antes; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 2
Chave= tri; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= vocais; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= gtgtgtgt; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fede; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= meudeus; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= andre; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= video; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 9
Chave= nvidia; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= menininha; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= acaaabaaa; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= iphone; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 7
Chave= respondee; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= batalha; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= transmitidas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= gamefutebol; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= velox; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= chances; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= torcedor; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= infartoooo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= tweete; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= sii; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 5
Chave= vencedora; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= comprou; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= hipocrisia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= necessario; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fim; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= conserto; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= fio; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= rsrss; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= biologicas; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= sandynagabi; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= zeca; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= eltinho; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sim; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 4
Chave= gracas; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= pensar; Valor= -1; Escore Total= -4.0; Número de vezes em que aparece= 4
Chave= completamente; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= aiiiii; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= parado; Valor= 1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= violencia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= saudades; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= dominam; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= hojeeeeeeeeee; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= setembro; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= gizmodo; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= inutil; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fix; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= santa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= linux; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= nacional; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= madrugada; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= maio; Valor= -1; Escore Total= -2.0; Número de vezes em que aparece= 2
Chave= unidades; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= fiz; Valor= 0; Escore Total= 3.0; Número de vezes em que aparece= 4
Chave= custaa; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= carvalho; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= nenem; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sentido; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= seriemuito; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mais; Valor= 0; Escore Total= -10.0; Número de vezes em que aparece= 56
Chave= clique; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 11
Chave= canal; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= realmente; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= melhoei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cartas; Valor= 1; Escore Total= 3.0; Número de vezes em que aparece= 3
Chave= manchester; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= essas; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= boooom; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cartao; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= gentemmmmmmmmmm; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= reajustados; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= jorge; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= vermelho; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= tweeteganhe; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= tennis; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= sjc; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= irado; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= falando; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 5
Chave= europeia; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= santo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= doeu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= europa; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 9
Chave= odio; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= black; Valor= 0; Escore Total= -1.0; Número de vezes em que aparece= 3
Chave= add; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= confira; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= ganhar; Valor= 0; Escore Total= 6.0; Número de vezes em que aparece= 39
Chave= beeijos; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cainduuu; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= sony; Valor= 0; Escore Total= -15.0; Número de vezes em que aparece= 77
Chave= tecnologica; Valor= 0; Escore Total= 1.0; Número de vezes em que aparece= 5
Chave= apaixonei; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= mega; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= esquecer; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= joao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= orquestras; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= snes; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= recomendo; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= arrumou; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= previsoes; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= eai; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= equilibrada; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 1
Chave= cadarco; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 1
Chave= rindo; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= atencao; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= sendo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= fora; Valor= -1; Escore Total= 0.0; Número de vezes em que aparece= 2
Chave= disponivel; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= smartphone; Valor= 0; Escore Total= 0.0; Número de vezes em que aparece= 3
Chave= casamariabethania; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= seguro; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
Chave= lado; Valor= 1; Escore Total= 2.0; Número de vezes em que aparece= 2
Chave= serao; Valor= 1; Escore Total= 1.0; Número de vezes em que aparece= 2
Chave= dizendo; Valor= -1; Escore Total= -1.0; Número de vezes em que aparece= 1
